Analysis,Geology,Province,Region,Site,SubSite,Formation,Band,Nodule,Li7,Be9,B11,Mg24,Al27,Si28,P31,S33,K39,Ca42,Sc45,Ti47,V51,Cr52,Mn55,Fe56,Co59,Ni60,Cu63,Zn68,Ga69,Ge72,As75,Rb85,Sr88,Y89,Zr90,Nb93,Mo95,Cd111,In115,Sn118,Cs133,Ba137,La139,Ce140,Pr141,Nd146,Sm147,Eu153,Gd157,Tb159,Dy163,Ho165,Er166,Tm169,Yb172,Lu175,Hf178,Ta181,Pb208,Th232,U238
80_PH_2574_3,Artefacts,NA,NA,Pimple,NA,NA,NA,PH_2574,22.96,<0.18,17.15,20.23,372.9,463439.99,198.58,1026.68,131.98,3055.13,<0.97,11.5,<0.68,8.34,5.34,134.19,<0.34,<1.16,<0.45,7.93,<0.23,<1.49,<1.00,0.24,12.9,1.92,0.66,0.05,<0.20,0.2,<0.03,0.27,<0.02,2.64,1.79,1.52,0.4,1.49,0.36,0.06,0.32,0.05,0.23,0.05,0.14,0.01,0.04,0.03,0.01,0.02,0.38,0.07,0.09
81_PH_3039_1,Artefacts,NA,NA,Pimple,NA,NA,NA,PH_3039,8.35,<0.23,59.7,26.96,1138.74,463735.07,162.34,984.04,482.29,<443.01,<1.25,51.47,4.12,7.57,1.06,1495.44,1.95,6.7,0.69,29.94,<0.30,<2.07,1.57,1.14,3.41,0.53,1.63,0.24,0.87,<0.15,<0.03,<0.14,0.12,4.32,0.58,0.72,0.13,0.63,<0.09,<0.00,0.1,0,0.14,0.02,0.04,0.01,<0.00,0.02,0.1,0.05,1.5,0.09,0.2
82_PH_3039_2,Artefacts,NA,NA,Pimple,NA,NA,NA,PH_3039,6.65,0.33,68.23,25.6,987.62,464474.16,103.4,1012.15,437.49,<334.03,<0.95,23.39,1.39,11.56,3.54,623.96,<0.24,1.38,<0.42,11.75,0.72,1.45,<0.93,0.88,3.04,0.24,1.29,0.19,<0.12,0.3,0.02,0.13,0.05,4.05,0.35,0.42,0.15,0.23,<0.06,0.02,0.04,0.02,0.07,0.02,<0.00,0.02,0.01,0.01,0.01,0.03,0.67,0.1,0.29
83_PH_3039_3,Artefacts,NA,NA,Pimple,NA,NA,NA,PH_3039,8.3,<0.13,64.53,30.4,1117.41,464646,66.24,962.29,556.72,<254.66,<0.69,76.47,1.12,9.19,0.57,136.05,<0.18,<0.94,0.39,11.63,0.63,1.48,<0.70,1.36,3.31,0.37,1.19,0.41,<0.08,0.21,0.02,0.25,0.16,5.14,0.38,0.59,0.12,0.36,0.08,0.06,0.07,0.01,0.16,0.01,0.04,0.02,0.02,0.02,0.03,0.03,0.36,0.11,0.21
89_PH_2610_1,Artefacts,NA,NA,Pimple,NA,NA,NA,PH_2610,3.42,0.6,67.8,20.96,478.75,465520.8,59.63,985.87,209.4,<299.64,<0.62,6.75,<0.45,5.69,0.67,27.83,<0.19,<0.86,0.57,9.59,0.31,<1.13,<0.67,0.34,1.95,0.22,0.65,0.08,<0.10,<0.05,0.11,0.12,0.09,1.87,0.24,0.18,0.12,0.18,0.05,0.06,<0.02,0.04,0.05,0.06,0.1,0.04,0.01,0.01,0.06,0.07,0.15,0.11,0.27
90_PH_2610_2,Artefacts,NA,NA,Pimple,NA,NA,NA,PH_2610,4.07,<0.15,56.58,16.38,363.16,465623.07,72.9,1018.57,163.53,<318.37,<0.63,7.98,<0.51,6.66,<0.54,16.16,<0.19,<0.89,1.34,8.28,0.39,<1.16,<0.76,0.31,1.63,0.19,0.63,0.1,0.13,<0.09,0.1,0.7,0.06,1.53,0.25,0.24,0.06,0.24,<0.05,0.09,<0.02,0,0.06,0.07,0.07,0.02,0.07,0.01,0.03,0.01,0.32,0.05,0.14
91_PH_2610_3,Artefacts,NA,NA,Pimple,NA,NA,NA,PH_2610,4.13,<0.35,60.76,17.17,402.7,465475.99,95.87,1064.55,194.54,<298.99,<0.69,10.05,<0.53,6.74,<0.65,25.97,<0.22,<1.02,<0.36,10.27,<0.21,1.13,<0.80,0.26,1.69,0.28,0.66,0.14,0.4,<0.21,0.05,0.47,0.04,2.26,0.4,0.39,0.16,0.24,0.07,0.11,0.07,0.07,0.15,0.02,0.04,0.03,0.05,0.01,0.06,0.08,0.3,0.09,0.24
92_PH_3281_1,Artefacts,NA,NA,Pimple,NA,NA,NA,PH_3281,1.78,<0.74,77.49,18.42,341.52,465177.77,190.66,1278.06,194.51,<354.88,<0.88,6.85,<0.73,5.64,<0.83,<10.82,<0.36,<1.47,<0.44,6.95,<0.29,<1.38,<1.02,0.19,2.09,0.5,1.08,0.09,0.18,<0.28,0.04,0.51,0.03,0.63,0.41,0.34,0.1,0.48,<0.06,0.07,0.05,0.02,0.07,0.01,0.06,0.02,0.02,<0.01,0.06,0.01,0.08,0.04,0.23
93_PH_3281_2,Artefacts,NA,NA,Pimple,NA,NA,NA,PH_3281,1.15,0.81,78.55,17.61,330.87,465533.92,143.37,1026.08,178.5,<369.32,<0.73,10.38,<0.68,6.51,<0.93,<11.01,<0.38,<1.46,<0.46,10.72,<0.30,<1.68,<1.06,0.32,2.31,0.72,0.78,0.07,<0.14,<0.19,0.09,<0.11,0.06,0.66,0.53,0.44,0.13,0.46,0.12,0.09,0.07,0.04,0.1,0.05,0.04,0.01,0.07,<0.01,0,0.07,0.18,0.06,0.2
94_PH_3281_3,Artefacts,NA,NA,Pimple,NA,NA,NA,PH_3281,1.02,<0.23,82.24,18.8,374,465480.96,152.2,1026.76,175.5,<532.22,<0.88,12.04,<0.67,7.85,<1.01,<13.55,<0.33,<1.50,<0.54,8.95,<0.30,<1.72,<1.17,0.2,2.18,0.46,0.93,0.08,<0.15,0.23,0.05,0.13,0.08,0.87,0.45,0.33,0.1,0.4,0.11,0.05,0.03,0.02,0.03,0.03,0.07,0.01,0.06,<0.01,0,0.03,0.09,0.05,0.26
95_PH_1373_1,Artefacts,NA,NA,Pimple,NA,NA,NA,PH_1373,3.58,0.32,66.57,21.45,363.97,465274.55,85.72,970.63,143.23,<420.09,<0.73,10.44,1.38,10.04,5.32,640.16,<0.21,<1.03,<0.39,7.3,0.29,<1.12,<0.78,0.26,2.45,0.35,0.52,0.09,<0.11,<0.05,<0.01,0.16,<0.01,1.75,0.34,0.38,0.13,0.3,0.12,0.02,0.05,0.01,<0.01,<0.00,0.03,0.02,0.01,<0.00,0,0,0.41,0.05,0.16
96_PH_1373_2,Artefacts,NA,NA,Pimple,NA,NA,NA,PH_1373,4.68,<0.38,66.98,21.01,412.52,465374.33,88.31,1039.34,171.78,<334.86,<0.72,10.04,0.58,7.7,<0.67,242.9,<0.21,<1.13,<0.40,8.59,<0.26,<1.20,<0.72,0.46,2.62,0.4,0.87,0.2,<0.12,0.6,<0.02,0.25,<0.01,2.46,0.34,0.38,0.09,0.36,0.07,0.01,0.1,0.01,0.07,0.03,0.06,0.01,0.03,0.01,0.03,0.02,0.31,0.06,0.23
97_PH_1373_3,Artefacts,NA,NA,Pimple,NA,NA,NA,PH_1373,8.17,2.01,32.11,29.65,207.08,462710.05,125.86,978.59,72.23,4294.76,<1.10,7.08,<0.79,7.39,15.17,484.86,<0.32,<1.75,<0.65,10.58,<0.50,<2.03,<1.04,0.2,23.29,0.34,0.16,0.07,0.59,0.27,0.1,0.24,0.06,1.23,0.44,0.38,0.09,0.48,<0.10,0.05,<0.06,0.02,0.09,0.02,0.02,0.05,<0.01,<0.00,0.03,0.01,0.32,0.06,0.14
98_PH_3007_1,Artefacts,NA,NA,Pimple,NA,NA,NA,PH_3007,2.11,<0.96,64.27,15.76,392.43,465582.33,85.86,977.08,181.05,<368.39,<0.89,28.22,<0.71,8.34,<0.80,36.43,<0.24,<1.47,<0.53,10.02,<0.40,2.37,<0.84,0.24,1.45,0.24,0.82,0.17,<0.16,0.22,<0.02,0.34,<0.03,1.68,0.28,0.23,0.05,0.22,<0.08,<0.00,<0.01,0.01,0.04,0.02,0.02,<0.00,0.03,0.03,0.03,0,0.16,0.09,0.12
99_PH_3007_2,Artefacts,NA,NA,Pimple,NA,NA,NA,PH_3007,9.63,<0.45,31.05,10.9,377.59,465708.08,104.71,921.28,157.6,<304.31,<0.83,10.1,<0.69,9.31,<0.74,49.82,<0.26,<1.48,0.49,7.65,<0.32,<1.63,<0.77,0.17,1.13,0.33,0.55,0.08,<0.13,<0.16,0.06,0.15,0.04,2.1,0.41,0.32,0.08,0.34,<0.07,0.02,<0.05,0.01,0.04,<0.01,0.03,0,<0.00,<0.00,<0.00,0.01,0.2,0.03,0.11
100_PH_3007_3,Artefacts,NA,NA,Pimple,NA,NA,NA,PH_3007,3.21,0.33,54.93,16.26,391.68,465642.15,84.22,951.03,185.9,<275.06,<0.77,9.06,<0.55,7.26,<0.63,34.44,<0.25,<1.18,<0.44,9.8,<0.26,1.5,<0.69,0.3,1.62,0.29,0.54,0.04,<0.12,0.12,<0.02,0.15,<0.01,1.74,0.33,0.27,0.09,0.32,<0.06,0.01,0.06,0.01,0.02,0.01,0.05,0.02,0.05,0,0.02,0.01,0.3,0.06,0.12
101_PH_3526_1,Artefacts,NA,NA,Pimple,NA,NA,NA,PH_3526,15.72,1.23,54.72,25.07,1245.52,464477.32,108.5,1022.06,590.77,<327.49,<0.88,39.74,<0.61,8.89,<0.80,74.1,0.33,1.83,0.85,9.79,0.57,<1.47,<0.79,1.37,3.36,0.23,1.33,0.15,<0.17,<0.06,0.03,0.25,0.04,4.83,0.2,0.3,0.06,0.07,<0.05,0.04,0.03,0,0.03,0.02,<0.00,0.02,<0.01,<0.00,0.05,0.01,0.33,0.14,0.28
102_PH_3526_2,Artefacts,NA,NA,Pimple,NA,NA,NA,PH_3526,9.92,0.82,56.55,24.91,1251.94,464478.54,130.53,975.68,548.77,<343.70,<0.82,29.02,1.01,9.44,<0.90,172.66,0.28,1.46,0.78,8.42,1,<1.48,<0.80,1.35,2.96,0.14,1.26,0.21,<0.24,<0.11,<0.06,<0.15,0.04,4.99,0.15,0.21,0.06,0.18,<0.05,0.02,0.09,0.04,<0.02,0.03,0.04,<0.00,0.02,0.04,0.08,0.02,0.68,0.12,0.27
103_PH_3526_3,Artefacts,NA,NA,Pimple,NA,NA,NA,PH_3526,50.84,<0.69,18.68,23.56,1271.3,464811.29,<62.78,923.17,438.5,<340.80,<0.84,29.87,1.04,10.33,<0.83,55,<0.25,<1.29,1.35,9.91,0.37,1.61,<0.82,1.11,4.54,0.17,1.09,0.2,<0.22,<0.10,<0.05,0.26,0.09,4.32,0.14,0.16,0.03,0.11,<0.09,0.03,<0.01,<0.00,<0.02,<0.01,0.04,0.01,0.03,0.01,<0.01,0,0.23,0.09,0.17
104_PH_1716_1,Artefacts,NA,NA,Pimple,NA,NA,NA,PH_1716,7.69,<0.63,65.57,18.55,782.33,464983.39,134.72,1091.73,331.46,<493.69,<1.35,9.27,<0.90,<4.75,<0.91,26.28,<0.39,<1.71,<0.59,9.56,<0.45,<1.84,<1.10,0.37,3.46,0.66,1.43,0.04,<0.18,0.32,<0.03,<0.14,<0.02,1.77,0.64,0.54,0.14,0.49,<0.15,0.03,0.19,0.02,0.05,0.03,0.08,0.01,0.08,0,0.02,0.01,0.29,0.08,0.08
105_PH_1716_2,Artefacts,NA,NA,Pimple,NA,NA,NA,PH_1716,37.67,<0.27,13.74,15.9,873.12,464972.63,124.56,1060.4,269.06,<461.76,<1.17,13.11,0.88,7.41,<0.89,113.8,<0.37,<1.37,<0.58,10.32,0.46,<1.83,<1.16,0.48,4.05,0.62,1,0.08,<0.17,0.34,<0.03,<0.14,<0.01,3.12,0.69,0.7,0.15,0.82,<0.14,0.06,0.07,0.01,0.14,0.01,0.05,<0.00,0.1,<0.01,0.03,0.01,0.24,0.05,0.08
106_PH_1716_3,Artefacts,NA,NA,Pimple,NA,NA,NA,PH_1716,4.38,<0.51,64.86,19.03,647.02,463451.27,131.44,888.52,285.99,<453.46,<1.11,17.45,1.46,6.47,4.05,3182.69,0.74,<1.32,1.29,22.26,<0.26,<1.64,<1.12,0.39,2.64,0.47,1.73,0.09,<0.22,<0.23,0.06,<0.16,<0.01,2.23,0.49,0.61,0.11,0.63,0.17,0.04,0.07,0.02,0.12,<0.01,<0.01,0.01,0.06,0.02,0.07,0.03,2.69,0.13,0.16
06_WQ_F101_1,Artefacts,NA,NA,Wellington,NA,NA,NA,WQ_F101,1.1,<0.75,60.59,21.16,390.58,466078.28,<70.20,629.39,228.96,<332.54,<0.81,6.35,1.15,4.48,<0.95,23,<0.26,1.64,<0.43,7.57,0.3,<1.77,<1.22,0.47,2.25,0.41,0.69,0.06,0.22,0.33,0.06,0.27,0.03,13.87,0.48,0.35,0.1,0.24,0.13,0.03,0.23,0.01,0.03,<0.01,0.06,0.01,0.05,0.01,0.02,0.01,0.33,0.05,0.32
07_WQ_F101_2,Artefacts,NA,NA,Wellington,NA,NA,NA,WQ_F101,1.34,<1.31,76.87,15.8,293.16,466118.48,<67.69,688.61,181.72,<363.36,<0.92,6.08,<0.85,<3.70,<1.04,<16.55,<0.31,1.35,0.52,12.38,<0.32,<1.68,<1.34,0.42,1.95,0.38,0.69,0.06,<0.13,0.73,<0.02,<0.17,0.05,10.54,0.61,0.41,0.08,0.28,<0.06,0.05,0.09,0.02,0.13,0.02,<0.02,<0.00,0.01,0.02,<0.00,<0.00,0.13,0.06,0.43
08_WQ_F101_3,Artefacts,NA,NA,Wellington,NA,NA,NA,WQ_F101,1.02,<1.97,69.65,13.78,305.84,465886.97,98.39,801.93,186.85,<392.89,<1.22,7.47,<0.96,<4.13,<1.13,<18.22,<0.37,1.85,<0.55,<8.71,<0.36,2,<1.43,0.37,1.95,0.52,0.66,0.07,<0.23,<0.26,<0.04,0.31,<0.03,5.94,0.48,0.31,0.12,0.35,<0.11,<0.02,0.14,0.02,0.05,0.03,<0.05,0.01,0.02,0,0.01,<0.00,0.15,0.05,0.4
09_WQ_F204_1,Artefacts,NA,NA,Wellington,NA,NA,NA,WQ_F204,1.67,<0.10,68.43,13.74,293.34,465841.16,<41.79,925.73,166.97,<243.77,<0.70,11.26,0.82,9.23,<0.71,22.37,<0.26,1.04,<0.39,10.52,0.34,<1.30,<0.79,0.36,1.71,0.29,0.6,0.08,<0.14,0.25,0.03,0.28,0.07,10.46,0.32,0.39,0.12,0.3,0.23,0.05,0.08,0.01,0.11,0.07,0.02,<0.00,0.03,0.01,0.02,0.03,0.18,0.1,0.34
10_WQ_F204_2,Artefacts,NA,NA,Wellington,NA,NA,NA,WQ_F204,1.18,0.25,71.38,12.96,308.06,465799.82,69.19,882.98,183.99,<220.03,0.74,6.65,<0.60,9.12,<0.65,28.31,<0.21,<0.95,0.57,<6.46,<0.26,<1.41,<0.72,0.39,1.66,0.21,0.56,0.06,0.22,0.14,0.11,<0.09,0.02,6.64,0.27,0.29,0.06,0.29,0.12,0.06,0.1,<0.00,0.05,0.03,0.04,0.03,0.04,0,0.02,0.03,0.2,0.1,0.38
11_WQ_F204_3,Artefacts,NA,NA,Wellington,NA,NA,NA,WQ_F204,1.6,0.26,72.48,16.02,360.52,465619.89,64.73,974.92,205.97,<279.99,<0.74,8.59,1.12,7.08,<0.62,40.92,<0.20,<0.95,<0.45,8.37,<0.24,<1.58,<0.79,0.56,1.99,0.31,0.75,0.04,<0.14,<0.08,<0.02,0.13,0.01,9.41,0.32,0.23,0.07,0.43,<0.08,0.03,0.06,0.04,0.07,0.01,0.03,0,0.04,0.01,0.07,0.01,0.14,0.05,0.54
12_WQ_F72_1,Artefacts,NA,NA,Wellington,NA,NA,NA,WQ_F72,4.03,<0.14,81.43,23.15,857.34,465083.3,67.36,862.91,413.9,<412.03,<0.88,27.52,1.75,5.4,<0.87,162.77,<0.29,2,0.82,<6.62,0.33,<1.97,<1.24,1.02,2.95,0.67,0.86,0.05,<0.17,<0.16,<0.02,<0.15,0.07,11.77,0.71,0.59,0.17,0.73,0.17,0.01,0.17,0.02,0.09,0.02,0.02,0.03,0.06,0.01,<0.01,<0.00,0.85,0.12,0.24
13_WQ_F72_2,Artefacts,NA,NA,Wellington,NA,NA,NA,WQ_F72,4.45,<0.22,77.4,21.62,684.63,465312.03,127.29,888.45,295.15,<602.07,<1.22,10.45,<1.00,<5.50,<1.36,40.62,<0.48,<1.93,<0.84,<9.52,0.81,<2.53,<1.68,0.58,2.58,0.55,0.55,0.09,<0.21,<0.24,<0.03,0.4,<0.03,7.65,0.71,0.36,0.11,0.44,<0.09,0.03,0.17,0,0.06,0.02,<0.02,0,0.02,0.03,<0.01,<0.00,<0.10,0.09,0.27
14_WQ_F72_3,Artefacts,NA,NA,Wellington,NA,NA,NA,WQ_F72,5.31,1.01,70.43,18.75,747.42,465234.31,165.69,819.21,343.42,<511.80,<0.84,33.63,1.39,<4.96,<0.94,75.85,<0.33,<1.35,<0.53,<6.16,<0.30,<1.71,<1.05,0.62,4.02,1.53,0.68,0.28,0.25,<0.16,<0.02,<0.13,0.09,10.39,1.77,1.35,0.35,1.39,0.43,0.08,0.33,0.03,0.27,0.07,0.11,0.02,0.08,0.01,0.03,0.01,0.38,0.16,0.27
15_WQ_F110_1,Artefacts,NA,NA,Wellington,NA,NA,NA,WQ_F110,1.01,0.94,74.77,19.97,543.26,465394.78,88.53,990.49,259.22,<440.37,<0.83,15.87,<0.68,9.13,1.2,<11.32,<0.29,<1.12,<0.55,10.63,<0.29,<1.80,<1.20,0.76,2.04,0.24,3.67,0.1,0.24,0.49,<0.02,<0.15,0.03,5.06,0.21,0.18,0.07,0.14,<0.07,<0.01,0.02,0.01,0.1,0.01,0.01,0,0.06,0.01,0.07,0.01,<0.03,0.09,0.21
16_WQ_F110_2,Artefacts,NA,NA,Wellington,NA,NA,NA,WQ_F110,1.99,0.32,98.73,33.97,904.98,464985.7,148.69,856.23,425.18,<313.85,<0.83,11.93,1.2,7.36,1.03,79,<0.27,<1.08,<0.51,<5.59,<0.34,<1.62,<1.14,1.24,3.05,0.54,0.45,0.1,<0.14,<0.30,<0.03,<0.16,0.01,12.75,0.65,0.55,0.25,0.62,0.11,<0.01,0.05,0.01,0.11,0.01,0.09,0.02,0.03,0.01,0.04,<0.01,0.27,0.05,0.17
17_WQ_F110_3,Artefacts,NA,NA,Wellington,NA,NA,NA,WQ_F110,1.64,<0.55,77.74,18.26,540.11,465502.76,141.42,857.11,259.04,<481.49,<1.09,<5.92,<0.78,6.56,<1.19,22.49,<0.40,<1.66,<0.65,<7.38,0.47,<2.02,<1.43,0.44,2.39,0.48,0.4,0.04,<0.23,<0.34,<0.03,<0.19,<0.02,5.63,0.53,0.43,0.08,0.45,0.15,0.11,0.18,0.01,0.1,0.02,<0.01,0.01,0.02,<0.00,<0.01,<0.01,<0.02,0.07,0.2
06_LY_1_1,Artefacts,NA,NA,Lyonshall,NA,NA,NA,LY_1,1.52,0.18,100.4,13.9,333.52,465782,64.1,846.7,158.31,<428.69,0.79,<3.00,<0.62,7.79,2.31,51.19,<0.21,<1.99,0.5,10.37,0.43,<1.80,<1.01,0.39,1.61,0.25,0.54,0.03,0.34,<0.11,<0.01,0.56,<0.01,1.86,0.31,0.26,0.07,0.15,0.05,0.03,0.04,0.01,0.06,0.04,0.03,0.03,0.09,0.02,0,0.01,0.32,0.04,0.27
07_LY_1_2,Artefacts,NA,NA,Lyonshall,NA,NA,NA,LY_1,0.76,0.19,99.01,12.88,292.08,465788.57,136.97,792.02,156.52,<350.53,<0.73,5.42,<0.75,8.06,1.63,79.79,<0.25,<2.26,<0.53,11.34,<0.29,<2.06,<1.18,0.34,1.67,0.35,0.58,0.05,<0.18,<0.14,<0.02,<0.21,<0.01,1.82,0.29,0.23,0.1,0.43,<0.06,0.04,<0.03,0.01,<0.02,0.01,0.07,0.07,0.03,0.01,<0.00,<0.00,0.56,0.04,0.37
08_LY_1_3,Artefacts,NA,NA,Lyonshall,NA,NA,NA,LY_1,0.73,0.81,102.58,16.58,300.59,465812.4,80.37,803.17,176.68,<390.90,<0.93,<4.44,<0.77,5.69,1.38,87.6,<0.31,<1.90,<0.54,6.57,<0.33,<2.01,<1.27,0.44,1.8,0.43,0.46,0.06,<0.18,<0.15,<0.03,<0.18,0.03,1.99,0.4,0.33,0.11,0.25,<0.09,0.04,<0.06,0.02,0.04,0.01,0.04,<0.00,0.03,<0.00,0.01,<0.00,0.19,0.02,0.29
09_LY_2_1,Artefacts,NA,NA,Lyonshall,NA,NA,NA,LY_2,6.79,<0.15,56.08,20.54,519.42,465390.14,97.28,990.84,290.02,<327.66,<0.80,17.6,0.64,8.5,1.42,40.24,<0.25,<1.40,<0.38,9.2,<0.26,<1.26,<0.90,0.53,1.83,0.48,0.74,0.05,0.15,0.19,<0.01,0.23,0.02,1.45,0.47,0.44,0.11,0.43,0.05,0.03,0.06,0.01,0.05,0.02,0.02,0.02,0.02,0,0.03,0.01,0.37,0.07,0.33
10_LY_2_2,Artefacts,NA,NA,Lyonshall,NA,NA,NA,LY_2,12.35,<0.16,63.36,17.85,564.24,465383.75,65.19,990.55,282.11,<349.10,<0.78,13.72,<0.59,9.09,1.5,35.28,<0.26,<1.28,<0.44,4.84,<0.28,<1.31,<1.02,0.53,2.14,0.53,0.59,0.08,<0.12,<0.24,0.03,<0.15,0.03,1.83,0.55,0.42,0.08,0.46,0.08,0.01,0.07,0.01,0.13,0.02,0.02,0.01,0.03,0.02,<0.01,<0.00,0.33,0.03,0.31
11_LY_2_3,Artefacts,NA,NA,Lyonshall,NA,NA,NA,LY_2,9.77,<0.17,61.57,18.76,478.47,465522.67,68.54,952.62,253.92,<296.25,<0.65,10.04,<0.63,8.6,1.54,32.15,<0.25,<1.12,0.89,10.39,<0.28,<1.40,<1.03,0.49,1.73,0.52,0.5,0.06,<0.14,<0.16,<0.03,0.26,0.1,1.38,0.45,0.37,0.1,0.32,0.06,0.04,0.05,0.01,<0.01,0.01,0.07,0,0.04,0.01,0.01,0.01,0.14,0.05,0.37
12_LY_3_1,Artefacts,NA,NA,Lyonshall,NA,NA,NA,LY_3,1.24,<0.53,94.95,9.33,325.19,465204.56,320.83,923.9,187.29,<938.61,<2.08,46.69,<2.05,<8.24,<2.29,363.79,<0.71,<3.73,<1.66,<14.87,<0.83,<4.38,<3.31,0.37,2.62,1.58,0.88,<0.05,<0.40,1,<0.05,<0.52,<0.04,3.46,1.52,1.57,0.34,1.52,0.32,0.14,0.06,0.03,0.18,<0.01,0.09,0.01,0.08,0.01,<0.03,0.03,0.49,0.09,0.37
13_LY_3_2,Artefacts,NA,NA,Lyonshall,NA,NA,NA,LY_3,1.78,<0.72,81.52,10.63,320.9,464034.89,202.72,2094.31,184.9,<680.89,<1.31,12.83,<1.34,5.76,<1.46,305.04,<0.46,<2.20,<1.13,17.96,<0.54,<3.12,2.1,0.23,2.84,1.87,0.73,0.07,<0.28,0.42,0.04,<0.33,<0.03,2.63,1.91,1.53,0.34,1.86,0.46,0.22,0.19,0.08,0.33,0.04,0.15,0,0.09,0.02,0.06,0.02,0.19,0.04,0.28
14_LY_3_3,Artefacts,NA,NA,Lyonshall,NA,NA,NA,LY_3,2.01,1.16,58.24,8.43,293.03,465786.03,138.85,752.91,161.3,<605.93,<1.43,11.21,<1.21,<5.67,<1.51,260.09,<0.52,<2.10,<0.97,<9.09,<0.54,<2.89,<1.79,0.32,3.28,1.92,0.85,0.05,<0.24,<0.14,<0.03,<0.36,0.04,2.12,1.57,1.93,0.36,1.4,0.38,0.09,0.35,0.02,0.22,0.11,0.04,<0.01,0.09,0.04,<0.02,<0.01,0.52,0.08,0.4
15_LY_4_1,Artefacts,NA,NA,Lyonshall,NA,NA,NA,LY_4,6.98,0.68,72.13,43.04,1377.39,464330.16,<67.23,921.86,644.1,<354.24,<1.02,54.64,4.9,7.75,0.99,367.59,0.4,4.09,<0.56,14.28,0.41,<1.79,<1.23,1.96,3.69,0.46,1.14,0.23,<0.13,<0.09,0.14,0.23,0.05,18.37,0.61,0.58,0.11,0.36,0.04,0.02,0.11,<0.00,0.11,<0.00,0.04,0.01,0.03,0.02,0.05,0.01,0.62,0.14,0.2
16_LY_4_2,Artefacts,NA,NA,Lyonshall,NA,NA,NA,LY_4,9.64,0.64,80.69,28.79,1103.38,464712.49,60.02,944.49,511.34,<366.56,<0.93,26.2,1.15,7.51,<0.93,155.12,<0.37,1.76,<0.58,7.29,<0.30,2.26,<1.14,1.11,3.57,0.49,1.13,0.2,<0.15,<0.18,0.02,<0.20,0.04,13.81,0.67,0.71,0.24,0.55,0.04,0.02,<0.03,0.01,0.22,<0.01,0.05,0,0.07,0.01,<0.01,0.02,0.23,0.15,0.18
17_LY_4_3,Artefacts,NA,NA,Lyonshall,NA,NA,NA,LY_4,8.27,<0.65,67.02,31.61,1111.73,464655.92,89.64,967.16,510.26,<367.17,<0.81,28.71,1.61,7.98,<0.94,171.63,<0.37,<1.33,<0.54,9.02,0.42,<1.81,<1.07,1.62,3.78,0.76,1.09,0.11,<0.15,<0.18,<0.02,<0.20,0.06,14.45,0.82,0.65,0.17,0.63,0.21,0.02,0.2,0.02,0.07,0.03,0.03,0.01,0.07,0.01,0.01,0.01,0.19,0.15,0.24
18_LY_5_1,Artefacts,NA,NA,Lyonshall,NA,NA,NA,LY_5,3.98,<0.77,88.66,19.68,692,465206.75,56.25,971.88,358.48,<334.65,<0.72,16.64,<0.68,9.63,<0.82,61.18,<0.29,<1.10,<0.43,7.24,0.4,<1.54,<1.02,0.77,2.46,0.24,0.6,0.11,<0.11,<0.12,<0.02,<0.15,0.03,7.38,0.33,0.3,0.09,0.26,0.11,<0.01,<0.03,0.01,0.06,0.02,0.01,0,0.03,<0.00,0.06,0.01,0.06,0.05,0.18
19_LY_5_2,Artefacts,NA,NA,Lyonshall,NA,NA,NA,LY_5,6.52,<0.77,92.09,18.76,714.1,465201.77,<60.74,1009.5,376.9,<292.42,<0.71,11.55,<0.77,7.35,<0.65,43.31,<0.26,<0.95,<0.44,8.23,0.69,1.74,<1.03,0.75,2.34,0.16,0.81,0.07,<0.08,<0.11,<0.02,<0.14,0.02,5.38,0.23,0.24,0.05,0.22,0.11,<0.01,<0.03,0.01,0.03,<0.00,0.03,<0.00,0.03,<0.00,<0.00,0,0.07,0.05,0.18
20_LY_5_3,Artefacts,NA,NA,Lyonshall,NA,NA,NA,LY_5,2.49,<0.39,83.3,21.22,646.7,465539.14,<61.40,796.68,343.62,<356.42,<0.66,14.99,<0.73,7.62,<0.58,46.65,<0.24,1.06,<0.48,7.88,0.29,<1.55,<1.01,0.76,2.12,0.33,0.62,0.02,<0.10,<0.11,<0.02,<0.14,0.04,6.27,0.47,0.29,0.1,0.34,0.08,0.03,0.1,0.01,0.04,0.01,0.06,0,0.04,0.01,<0.00,0.01,0.31,0.04,0.21
26_LY_6_1,Artefacts,NA,NA,Lyonshall,NA,NA,NA,LY_6,12.62,<0.55,34.64,12.93,470.92,465784.89,<48.21,870.02,180.92,<270.01,<0.58,9.28,<0.46,6.63,0.76,21.6,<0.24,<0.91,2.38,4.92,0.35,<1.29,<1.08,0.41,3.31,3.1,0.72,0.05,<0.11,0.08,<0.03,0.13,0.15,6.08,1.07,0.81,0.31,1.21,0.2,0.11,0.15,0.08,0.49,0.1,0.27,0.05,0.24,0.04,<0.01,0.02,3.54,0.08,0.12
27_LY_6_2,Artefacts,NA,NA,Lyonshall,NA,NA,NA,LY_6,10.76,<0.39,39.95,34.38,673.21,465228.49,75.86,1003.91,235.29,<262.95,<0.63,18.56,0.65,9.45,1.3,151.99,<0.24,<0.91,0.61,9.73,0.29,<1.33,<1.05,0.74,2.76,0.78,0.76,0.11,0.11,<0.09,0.02,0.15,0.02,6.63,0.87,0.88,0.24,0.78,0.2,0.05,0.25,0.02,0.08,0.03,0.11,0.01,0.04,0,0.04,0.01,0.92,0.08,0.1
